card_id,product_id,name,set_id,set_name,number,rarity,pairing,premium_price,base_price,ratio,gap_usd,flags
sm7-146,171007,Super Scoop Up,sm7,Celestial Storm,146,Uncommon,Reverse Holofoil / Normal,0.33,0.23,1.434782608695652,0.1,penny
sm7-147,171008,Switch,sm7,Celestial Storm,147,Uncommon,Reverse Holofoil / Normal,0.47,0.21,2.238095238095238,0.26,penny
sm7-148,171009,Tate & Liza,sm7,Celestial Storm,148,Uncommon,Reverse Holofoil / Normal,2.44,0.6,4.066666666666666,1.8399999999999999,penny
sm7-149,171010,TV Reporter,sm7,Celestial Storm,149,Uncommon,Reverse Holofoil / Normal,0.44,0.21,2.0952380952380953,0.23,penny
sm7-150,171011,Underground Expedition,sm7,Celestial Storm,150,Uncommon,Reverse Holofoil / Normal,0.41,0.22,1.8636363636363635,0.18999999999999997,penny
sm7-151,171012,Rainbow Energy,sm7,Celestial Storm,151,Uncommon,Reverse Holofoil / Normal,1.04,0.93,1.118279569892473,0.10999999999999999,penny
sm75-1,175263,Charmander,sm75,Dragon Majesty,1,Common,Reverse Holofoil / Normal,26.46,4.74,5.582278481012658,21.72,
sm75-2,175269,Charmeleon,sm75,Dragon Majesty,2,Uncommon,Reverse Holofoil / Normal,3.28,1.03,3.1844660194174756,2.25,
sm75-4,175272,Torchic,sm75,Dragon Majesty,4,Common,Reverse Holofoil / Normal,1.13,0.31,3.6451612903225805,0.8199999999999998,penny
sm75-5,175273,Combusken,sm75,Dragon Majesty,5,Uncommon,Reverse Holofoil / Normal,0.96,0.26,3.692307692307692,0.7,penny
sm75-8,175276,Darumaka,sm75,Dragon Majesty,8,Common,Reverse Holofoil / Normal,0.55,0.2,2.75,0.35000000000000003,penny
sm75-9,175277,Darmanitan,sm75,Dragon Majesty,9,Uncommon,Reverse Holofoil / Normal,0.58,0.23,2.5217391304347823,0.35,penny
sm75-10,175312,Heatmor,sm75,Dragon Majesty,10,Uncommon,Reverse Holofoil / Normal,0.71,0.3,2.3666666666666667,0.41,penny
sm75-12,175348,Litten,sm75,Dragon Majesty,12,Common,Reverse Holofoil / Normal,1.05,0.44,2.3863636363636362,0.6100000000000001,penny
sm75-13,175365,Salandit,sm75,Dragon Majesty,13,Common,Reverse Holofoil / Normal,0.9,0.29,3.1034482758620694,0.6100000000000001,penny
sm75-14,175366,Salazzle,sm75,Dragon Majesty,14,Uncommon,Reverse Holofoil / Normal,0.71,0.23,3.08695652173913,0.48,penny
sm75-15,175369,Horsea,sm75,Dragon Majesty,15,Common,Reverse Holofoil / Normal,0.96,0.27,3.5555555555555554,0.69,penny
sm75-16,175371,Horsea,sm75,Dragon Majesty,16,Common,Reverse Holofoil / Normal,1.33,0.28,4.75,1.05,penny
sm75-17,175379,Seadra,sm75,Dragon Majesty,17,Uncommon,Reverse Holofoil / Normal,1.57,0.34,4.617647058823529,1.23,penny
sm75-19,175381,Magikarp,sm75,Dragon Majesty,19,Common,Reverse Holofoil / Normal,11.59,0.55,21.07272727272727,11.04,penny
sm75-21,175383,Lapras,sm75,Dragon Majesty,21,Uncommon,Reverse Holofoil / Normal,6.06,0.56,10.82142857142857,5.5,penny
sm75-22,175384,Totodile,sm75,Dragon Majesty,22,Common,Reverse Holofoil / Normal,8.36,0.42,19.904761904761905,7.9399999999999995,penny
sm75-23,175385,Croconaw,sm75,Dragon Majesty,23,Uncommon,Reverse Holofoil / Normal,1.0,0.47,2.127659574468085,0.53,penny
sm75-25,175387,Wooper,sm75,Dragon Majesty,25,Common,Reverse Holofoil / Normal,18.5,2.72,6.8014705882352935,15.78,
sm75-26,175392,Quagsire,sm75,Dragon Majesty,26,Uncommon,Reverse Holofoil / Normal,11.08,2.07,5.3526570048309186,9.01,
sm75-27,175400,Corsola,sm75,Dragon Majesty,27,Common,Reverse Holofoil / Normal,1.23,0.38,3.236842105263158,0.85,penny
sm75-28,175403,Feebas,sm75,Dragon Majesty,28,Common,Reverse Holofoil / Normal,3.13,0.41,7.634146341463415,2.7199999999999998,penny
sm75-29,175412,Milotic,sm75,Dragon Majesty,29,Uncommon,Reverse Holofoil / Normal,1.6,0.43,3.72093023255814,1.1700000000000002,penny
sm75-30,175416,Phione,sm75,Dragon Majesty,30,Uncommon,Reverse Holofoil / Normal,0.68,0.38,1.7894736842105263,0.30000000000000004,penny
sm75-31,175417,Wishiwashi,sm75,Dragon Majesty,31,Common,Reverse Holofoil / Normal,0.54,0.27,2.0,0.27,penny
sm75-32,175425,Trapinch,sm75,Dragon Majesty,32,Common,Reverse Holofoil / Normal,0.69,0.24,2.875,0.44999999999999996,penny
sm75-34,175438,Dratini,sm75,Dragon Majesty,34,Common,Reverse Holofoil / Normal,3.64,0.3,12.133333333333335,3.3400000000000003,penny
sm75-35,175439,Dratini,sm75,Dragon Majesty,35,Common,Reverse Holofoil / Normal,2.86,0.39,7.333333333333333,2.4699999999999998,penny
sm75-36,175441,Dragonair,sm75,Dragon Majesty,36,Uncommon,Reverse Holofoil / Normal,5.3,0.65,8.153846153846153,4.6499999999999995,penny
sm75-38,175451,Vibrava,sm75,Dragon Majesty,38,Common,Reverse Holofoil / Normal,0.8,0.22,3.6363636363636367,0.5800000000000001,penny
sm75-39,175456,Flygon,sm75,Dragon Majesty,39,Uncommon,Reverse Holofoil / Normal,3.04,0.52,5.846153846153846,2.52,penny
sm75-42,175468,Bagon,sm75,Dragon Majesty,42,Common,Reverse Holofoil / Normal,0.9,0.28,3.214285714285714,0.62,penny
sm75-43,175469,Shelgon,sm75,Dragon Majesty,43,Uncommon,Reverse Holofoil / Normal,4.87,1.72,2.8313953488372094,3.1500000000000004,
sm75-45,175473,Druddigon,sm75,Dragon Majesty,45,Uncommon,Reverse Holofoil / Normal,0.92,0.32,2.875,0.6000000000000001,penny
sm75-49,175479,Zygarde,sm75,Dragon Majesty,49,Uncommon,Reverse Holofoil / Normal,1.74,0.39,4.461538461538462,1.35,penny
sm75-50,175480,Turtonator,sm75,Dragon Majesty,50,Uncommon,Reverse Holofoil / Normal,0.77,0.28,2.75,0.49,penny
sm75-51,175481,Drampa,sm75,Dragon Majesty,51,Uncommon,Reverse Holofoil / Normal,1.0,0.3,3.3333333333333335,0.7,penny
sm75-52,175482,Jangmo-o,sm75,Dragon Majesty,52,Common,Reverse Holofoil / Normal,1.07,0.22,4.863636363636364,0.8500000000000001,penny
sm75-53,175483,Hakamo-o,sm75,Dragon Majesty,53,Common,Reverse Holofoil / Normal,1.15,0.25,4.6,0.8999999999999999,penny
sm75-55,175485,Kangaskhan,sm75,Dragon Majesty,55,Common,Reverse Holofoil / Normal,0.93,0.25,3.72,0.68,penny
sm75-56,175486,Swablu,sm75,Dragon Majesty,56,Common,Reverse Holofoil / Normal,1.27,0.31,4.096774193548387,0.96,penny
sm75-57,175487,Swablu,sm75,Dragon Majesty,57,Common,Reverse Holofoil / Normal,4.27,0.66,6.469696969696969,3.6099999999999994,penny
sm75-59,175489,Dragon Talon,sm75,Dragon Majesty,59,Uncommon,Reverse Holofoil / Normal,0.8,0.3,2.666666666666667,0.5,penny
sm75-60,175490,Fiery Flint,sm75,Dragon Majesty,60,Uncommon,Reverse Holofoil / Normal,1.43,0.52,2.75,0.9099999999999999,penny
sm75-62,175492,Switch Raft,sm75,Dragon Majesty,62,Uncommon,Reverse Holofoil / Normal,3.49,2.2,1.5863636363636364,1.29,
sm75-63,175493,Wela Volcano Park,sm75,Dragon Majesty,63,Uncommon,Reverse Holofoil / Normal,0.65,0.34,1.9117647058823528,0.31,penny
sm75-64,175494,Zinnia,sm75,Dragon Majesty,64,Uncommon,Reverse Holofoil / Normal,1.08,0.38,2.8421052631578947,0.7000000000000001,penny
sm8-1,178798,Tangela,sm8,Lost Thunder,1,Common,Reverse Holofoil / Normal,1.09,0.46,2.369565217391304,0.6300000000000001,penny
sm8-2,178799,Tangrowth,sm8,Lost Thunder,2,Rare,Reverse Holofoil / Normal,0.56,0.31,1.806451612903226,0.25000000000000006,penny
sm8-3,178800,Scyther,sm8,Lost Thunder,3,Common,Reverse Holofoil / Normal,0.68,0.28,2.4285714285714284,0.4,penny
sm8-4,178801,Pinsir,sm8,Lost Thunder,4,Uncommon,Reverse Holofoil / Normal,0.49,0.12,4.083333333333333,0.37,penny
sm8-5,178802,Chikorita,sm8,Lost Thunder,5,Common,Reverse Holofoil / Normal,1.31,0.54,2.425925925925926,0.77,penny
sm8-6,178803,Chikorita,sm8,Lost Thunder,6,Common,Reverse Holofoil / Normal,1.31,0.39,3.358974358974359,0.92,penny
sm8-7,178804,Bayleef,sm8,Lost Thunder,7,Uncommon,Reverse Holofoil / Normal,1.16,0.86,1.3488372093023255,0.29999999999999993,penny
sm8-9,178806,Spinarak,sm8,Lost Thunder,9,Common,Reverse Holofoil / Normal,0.34,0.17,2.0,0.17,penny
sm8-10,178807,Ariados,sm8,Lost Thunder,10,Uncommon,Reverse Holofoil / Normal,0.47,0.23,2.043478260869565,0.23999999999999996,penny
sm8-11,178808,Hoppip,sm8,Lost Thunder,11,Common,Reverse Holofoil / Normal,0.45,0.22,2.0454545454545454,0.23,penny
sm8-12,178809,Hoppip,sm8,Lost Thunder,12,Common,Reverse Holofoil / Normal,0.54,0.26,2.076923076923077,0.28,penny
sm8-13,178810,Skiploom,sm8,Lost Thunder,13,Uncommon,Reverse Holofoil / Normal,0.62,0.34,1.8235294117647058,0.27999999999999997,penny
sm8-15,178812,Pineco,sm8,Lost Thunder,15,Common,Reverse Holofoil / Normal,0.34,0.21,1.6190476190476193,0.13000000000000003,penny
sm8-16,178813,Shuckle,sm8,Lost Thunder,16,Uncommon,Reverse Holofoil / Normal,1.37,0.36,3.805555555555556,1.0100000000000002,penny
sm8-18,178817,Heracross,sm8,Lost Thunder,18,Uncommon,Reverse Holofoil / Normal,0.65,0.32,2.03125,0.33,penny
sm8-20,178819,Treecko,sm8,Lost Thunder,20,Common,Reverse Holofoil / Normal,7.72,0.71,10.873239436619718,7.01,penny
sm8-21,178820,Grovyle,sm8,Lost Thunder,21,Uncommon,Reverse Holofoil / Normal,4.08,0.56,7.285714285714286,3.52,penny
sm8-23,178824,Wurmple,sm8,Lost Thunder,23,Common,Reverse Holofoil / Normal,0.45,0.26,1.7307692307692308,0.19,penny
sm8-24,178825,Wurmple,sm8,Lost Thunder,24,Common,Reverse Holofoil / Normal,0.44,0.29,1.517241379310345,0.15000000000000002,penny
sm8-25,178826,Silcoon,sm8,Lost Thunder,25,Uncommon,Reverse Holofoil / Normal,0.42,0.28,1.4999999999999998,0.13999999999999996,penny
sm8-26,178827,Beautifly,sm8,Lost Thunder,26,Rare,Reverse Holofoil / Normal,0.85,0.67,1.2686567164179103,0.17999999999999994,penny
sm8-27,178828,Cascoon,sm8,Lost Thunder,27,Uncommon,Reverse Holofoil / Normal,0.53,0.32,1.65625,0.21000000000000002,penny
sm8-28,178829,Dustox,sm8,Lost Thunder,28,Rare,Reverse Holofoil / Normal,1.09,0.47,2.319148936170213,0.6200000000000001,penny
sm8-29,178830,Nincada,sm8,Lost Thunder,29,Common,Reverse Holofoil / Normal,0.35,0.14,2.4999999999999996,0.20999999999999996,penny
sm8-30,178831,Ninjask,sm8,Lost Thunder,30,Uncommon,Reverse Holofoil / Normal,0.48,0.07,6.857142857142856,0.41,penny
sm8-31,178832,Combee,sm8,Lost Thunder,31,Common,Reverse Holofoil / Normal,0.46,0.26,1.7692307692307692,0.2,penny
sm8-32,178833,Vespiquen,sm8,Lost Thunder,32,Uncommon,Reverse Holofoil / Normal,0.79,0.24,3.291666666666667,0.55,penny
sm8-35,178838,Skiddo,sm8,Lost Thunder,35,Common,Reverse Holofoil / Normal,0.34,0.17,2.0,0.17,penny
sm8-36,178839,Gogoat,sm8,Lost Thunder,36,Uncommon,Reverse Holofoil / Normal,0.46,0.36,1.277777777777778,0.10000000000000003,penny
sm8-38,178841,Moltres,sm8,Lost Thunder,38,Rare,Reverse Holofoil / Normal,1.41,0.84,1.6785714285714286,0.57,penny
sm8-39,178842,Cyndaquil,sm8,Lost Thunder,39,Common,Reverse Holofoil / Normal,1.22,0.38,3.2105263157894735,0.84,penny
sm8-40,178843,Cyndaquil,sm8,Lost Thunder,40,Common,Reverse Holofoil / Normal,0.73,0.38,1.9210526315789473,0.35,penny
sm8-41,178844,Quilava,sm8,Lost Thunder,41,Uncommon,Reverse Holofoil / Normal,1.23,0.41,3.0,0.8200000000000001,penny
sm8-43,178846,Slugma,sm8,Lost Thunder,43,Common,Reverse Holofoil / Normal,0.41,0.1,4.1,0.30999999999999994,penny
sm8-45,178850,Houndour,sm8,Lost Thunder,45,Common,Reverse Holofoil / Normal,0.48,0.35,1.3714285714285714,0.13,penny
sm8-46,178851,Houndoom,sm8,Lost Thunder,46,Rare,Reverse Holofoil / Normal,5.44,1.22,4.4590163934426235,4.220000000000001,
sm8-47,178852,Entei,sm8,Lost Thunder,47,Rare,Reverse Holofoil / Normal,2.14,2.02,1.0594059405940595,0.1200000000000001,
sm8-49,178854,Victini,sm8,Lost Thunder,49,Rare,Reverse Holofoil / Normal,3.69,0.7,5.271428571428571,2.99,penny
sm8-50,178855,Litleo,sm8,Lost Thunder,50,Common,Reverse Holofoil / Normal,0.4,0.13,3.076923076923077,0.27,penny
sm8-51,178856,Pyroar,sm8,Lost Thunder,51,Rare,Reverse Holofoil / Normal,1.78,0.98,1.816326530612245,0.8,penny
sm8-53,178860,Alolan Vulpix,sm8,Lost Thunder,53,Common,Reverse Holofoil / Normal,3.66,0.95,3.852631578947369,2.71,penny
sm8-54,178861,Slowpoke,sm8,Lost Thunder,54,Common,Reverse Holofoil / Normal,23.74,3.5,6.782857142857142,20.24,
sm8-55,178862,Slowking,sm8,Lost Thunder,55,Rare,Reverse Holofoil / Normal,9.24,2.98,3.1006711409395975,6.26,
sm8-56,178863,Lapras,sm8,Lost Thunder,56,Rare,Reverse Holofoil / Normal,8.19,4.56,1.7960526315789473,3.63,
sm8-57,178864,Delibird,sm8,Lost Thunder,57,Uncommon,Reverse Holofoil / Normal,0.65,0.38,1.7105263157894737,0.27,penny
sm8-58,178865,Mantine,sm8,Lost Thunder,58,Uncommon,Reverse Holofoil / Normal,0.48,0.27,1.7777777777777777,0.20999999999999996,penny
sm8-61,178870,Cubchoo,sm8,Lost Thunder,61,Common,Reverse Holofoil / Normal,0.41,0.23,1.7826086956521738,0.17999999999999997,penny
sm8-62,178871,Beartic,sm8,Lost Thunder,62,Rare,Reverse Holofoil / Normal,0.75,0.38,1.9736842105263157,0.37,penny
sm8-64,178873,Popplio,sm8,Lost Thunder,64,Common,Reverse Holofoil / Normal,0.45,0.22,2.0454545454545454,0.23,penny
sm8-65,178874,Popplio,sm8,Lost Thunder,65,Common,Reverse Holofoil / Normal,0.56,0.25,2.24,0.31000000000000005,penny
sm8-66,178875,Brionne,sm8,Lost Thunder,66,Uncommon,Reverse Holofoil / Normal,9.07,0.75,12.093333333333334,8.32,penny
sm8-67,178876,Primarina,sm8,Lost Thunder,67,Rare,Reverse Holofoil / Normal,1.96,0.93,2.10752688172043,1.0299999999999998,penny
sm8-68,178877,Mareanie,sm8,Lost Thunder,68,Common,Reverse Holofoil / Normal,0.33,0.17,1.9411764705882353,0.16,penny
sm8-69,178878,Toxapex,sm8,Lost Thunder,69,Rare,Reverse Holofoil / Normal,0.67,0.48,1.3958333333333335,0.19000000000000006,penny
sm8-70,178879,Bruxish,sm8,Lost Thunder,70,Common,Reverse Holofoil / Normal,0.35,0.15,2.3333333333333335,0.19999999999999998,penny
sm8-71,178880,Electabuzz,sm8,Lost Thunder,71,Uncommon,Reverse Holofoil / Normal,0.4,0.25,1.6,0.15000000000000002,penny
sm8-72,178881,Electivire,sm8,Lost Thunder,72,Rare,Reverse Holofoil / Normal,0.88,0.39,2.2564102564102564,0.49,penny
sm8-73,178882,Chinchou,sm8,Lost Thunder,73,Common,Reverse Holofoil / Normal,0.41,0.18,2.2777777777777777,0.22999999999999998,penny
sm8-74,178883,Lanturn,sm8,Lost Thunder,74,Rare,Reverse Holofoil / Normal,0.64,0.38,1.6842105263157894,0.26,penny
sm8-75,178884,Mareep,sm8,Lost Thunder,75,Common,Reverse Holofoil / Normal,5.55,1.24,4.475806451612903,4.31,
sm8-76,178885,Mareep,sm8,Lost Thunder,76,Common,Reverse Holofoil / Normal,0.58,0.4,1.4499999999999997,0.17999999999999994,penny
sm8-77,178886,Flaaffy,sm8,Lost Thunder,77,Uncommon,Reverse Holofoil / Normal,0.73,0.37,1.972972972972973,0.36,penny
sm8-79,178888,Raikou,sm8,Lost Thunder,79,Rare,Reverse Holofoil / Normal,2.0,1.42,1.4084507042253522,0.5800000000000001,
sm8-80,178889,Pachirisu,sm8,Lost Thunder,80,Common,Reverse Holofoil / Normal,6.8,1.7,4.0,5.1,
sm8-81,178890,Blitzle,sm8,Lost Thunder,81,Common,Reverse Holofoil / Normal,0.42,0.2,2.0999999999999996,0.21999999999999997,penny
sm8-82,178891,Zebstrika,sm8,Lost Thunder,82,Rare,Reverse Holofoil / Normal,2.35,1.84,1.2771739130434783,0.51,
sm8-83,178892,Stunfisk,sm8,Lost Thunder,83,Common,Reverse Holofoil / Normal,0.82,0.17,4.823529411764706,0.6499999999999999,penny
sm8-84,178893,Dedenne,sm8,Lost Thunder,84,Common,Reverse Holofoil / Normal,2.0,0.54,3.7037037037037033,1.46,penny
sm8-87,178898,Natu,sm8,Lost Thunder,87,Common,Reverse Holofoil / Normal,0.48,0.29,1.6551724137931034,0.19,penny
sm8-88,178899,Xatu,sm8,Lost Thunder,88,Uncommon,Reverse Holofoil / Normal,0.45,0.31,1.4516129032258065,0.14,penny
sm8-89,178900,Espeon,sm8,Lost Thunder,89,Rare,Reverse Holofoil / Normal,10.48,4.94,2.1214574898785425,5.54,
sm8-90,178901,Unown,sm8,Lost Thunder,90,Rare,Reverse Holofoil / Normal,2.2,0.85,2.588235294117647,1.35,penny
sm8-91,178902,Unown,sm8,Lost Thunder,91,Rare,Reverse Holofoil / Normal,2.08,1.0,2.08,1.08,
sm8-92,178903,Unown,sm8,Lost Thunder,92,Rare,Reverse Holofoil / Normal,3.16,0.82,3.853658536585366,2.3400000000000003,penny
sm8-93,178904,Wobbuffet,sm8,Lost Thunder,93,Rare,Reverse Holofoil / Normal,1.22,0.55,2.218181818181818,0.6699999999999999,penny
sm8-94,178905,Girafarig,sm8,Lost Thunder,94,Uncommon,Reverse Holofoil / Normal,2.61,0.42,6.214285714285714,2.19,penny
sm8-95,178906,Shedinja,sm8,Lost Thunder,95,Rare,Reverse Holofoil / Normal,4.43,1.12,3.9553571428571423,3.3099999999999996,
sm8-96,178907,Sableye,sm8,Lost Thunder,96,Uncommon,Reverse Holofoil / Normal,0.64,0.3,2.1333333333333333,0.34,penny
sm8-99,178912,Yamask,sm8,Lost Thunder,99,Common,Reverse Holofoil / Normal,0.4,0.15,2.666666666666667,0.25,penny
sm8-100,178913,Cofagrigus,sm8,Lost Thunder,100,Rare,Reverse Holofoil / Normal,1.68,1.1,1.5272727272727271,0.5799999999999998,
sm8-101,178914,Litwick,sm8,Lost Thunder,101,Common,Reverse Holofoil / Normal,13.73,2.5,5.492,11.23,
sm8-102,178915,Lampent,sm8,Lost Thunder,102,Uncommon,Reverse Holofoil / Normal,0.57,0.32,1.7812499999999998,0.24999999999999994,penny
sm8-104,178917,Meloetta,sm8,Lost Thunder,104,Rare,Reverse Holofoil / Normal,1.3,0.74,1.7567567567567568,0.56,penny
sm8-105,178918,Mareanie,sm8,Lost Thunder,105,Common,Reverse Holofoil / Normal,0.38,0.18,2.111111111111111,0.2,penny
sm8-107,178920,Poipole,sm8,Lost Thunder,107,Common,Reverse Holofoil / Normal,0.71,0.27,2.6296296296296293,0.43999999999999995,penny
sm8-109,178922,Onix,sm8,Lost Thunder,109,Common,Reverse Holofoil / Normal,2.41,0.43,5.604651162790698,1.9800000000000002,penny
sm8-110,178923,Sudowoodo,sm8,Lost Thunder,110,Uncommon,Reverse Holofoil / Normal,0.45,0.3,1.5,0.15000000000000002,penny
sm8-111,178924,Phanpy,sm8,Lost Thunder,111,Common,Reverse Holofoil / Normal,14.95,3.29,4.544072948328267,11.66,
sm8-112,178925,Donphan,sm8,Lost Thunder,112,Rare,Reverse Holofoil / Normal,0.7,0.37,1.8918918918918919,0.32999999999999996,penny
sm8-113,178926,Hitmontop,sm8,Lost Thunder,113,Uncommon,Reverse Holofoil / Normal,0.93,0.35,2.6571428571428575,0.5800000000000001,penny
sm8-114,178927,Larvitar,sm8,Lost Thunder,114,Common,Reverse Holofoil / Normal,0.65,0.32,2.03125,0.33,penny
sm8-115,178928,Larvitar,sm8,Lost Thunder,115,Common,Reverse Holofoil / Normal,0.48,0.31,1.5483870967741935,0.16999999999999998,penny
sm8-116,178929,Pupitar,sm8,Lost Thunder,116,Uncommon,Reverse Holofoil / Normal,9.75,1.94,5.025773195876289,7.8100000000000005,
sm8-117,178930,Carbink,sm8,Lost Thunder,117,Common,Reverse Holofoil / Normal,0.37,0.18,2.055555555555556,0.19,penny
sm8-118,178931,Alolan Meowth,sm8,Lost Thunder,118,Common,Reverse Holofoil / Normal,0.74,0.32,2.3125,0.42,penny
sm8-119,178932,Alolan Persian,sm8,Lost Thunder,119,Rare,Reverse Holofoil / Normal,9.74,3.21,3.034267912772586,6.53,
sm8-120,178933,Umbreon,sm8,Lost Thunder,120,Rare,Reverse Holofoil / Normal,21.98,9.42,2.3333333333333335,12.56,
sm8-122,178937,Alolan Diglett,sm8,Lost Thunder,122,Common,Reverse Holofoil / Normal,0.51,0.25,2.04,0.26,penny
sm8-123,178938,Alolan Dugtrio,sm8,Lost Thunder,123,Uncommon,Reverse Holofoil / Normal,14.62,6.21,2.3542673107890497,8.41,
sm8-124,178939,Forretress,sm8,Lost Thunder,124,Rare,Reverse Holofoil / Normal,0.63,0.37,1.7027027027027026,0.26,penny
sm8-125,178940,Steelix,sm8,Lost Thunder,125,Rare,Reverse Holofoil / Normal,2.2,0.47,4.680851063829788,1.7300000000000002,penny
sm8-128,178943,Durant,sm8,Lost Thunder,128,Common,Reverse Holofoil / Normal,0.33,0.23,1.434782608695652,0.1,penny
sm8-131,178948,Magearna,sm8,Lost Thunder,131,Uncommon,Reverse Holofoil / Normal,0.58,0.29,2.0,0.29,penny
sm8-133,178952,Jigglypuff,sm8,Lost Thunder,133,Common,Reverse Holofoil / Normal,1.84,0.63,2.920634920634921,1.21,penny
sm8-134,178953,Wigglytuff,sm8,Lost Thunder,134,Rare,Reverse Holofoil / Normal,3.34,1.11,3.0090090090090085,2.2299999999999995,
sm8-135,178954,Marill,sm8,Lost Thunder,135,Common,Reverse Holofoil / Normal,2.65,0.47,5.638297872340425,2.1799999999999997,penny
sm8-136,178955,Azumarill,sm8,Lost Thunder,136,Rare,Reverse Holofoil / Normal,2.71,0.95,2.8526315789473684,1.76,penny
sm8-137,178956,Snubbull,sm8,Lost Thunder,137,Common,Reverse Holofoil / Normal,0.62,0.35,1.7714285714285716,0.27,penny
sm8-138,178957,Granbull,sm8,Lost Thunder,138,Rare,Reverse Holofoil / Normal,1.19,0.51,2.333333333333333,0.6799999999999999,penny
sm8-139,178958,Ralts,sm8,Lost Thunder,139,Common,Reverse Holofoil / Normal,12.71,3.01,4.222591362126247,9.700000000000001,
sm8-140,178959,Kirlia,sm8,Lost Thunder,140,Uncommon,Reverse Holofoil / Normal,4.72,1.49,3.1677852348993287,3.2299999999999995,
sm8-142,178961,Dedenne,sm8,Lost Thunder,142,Uncommon,Reverse Holofoil / Normal,18.35,5.47,3.354661791590494,12.880000000000003,
sm8-143,178962,Carbink,sm8,Lost Thunder,143,Uncommon,Reverse Holofoil / Normal,1.09,0.34,3.2058823529411766,0.75,penny
sm8-145,178964,Cutiefly,sm8,Lost Thunder,145,Common,Reverse Holofoil / Normal,0.67,0.38,1.7631578947368423,0.29000000000000004,penny
sm8-146,178965,Ribombee,sm8,Lost Thunder,146,Rare,Reverse Holofoil / Normal,1.47,0.84,1.75,0.63,penny
sm8-147,178966,Morelull,sm8,Lost Thunder,147,Common,Reverse Holofoil / Normal,0.58,0.35,1.657142857142857,0.22999999999999998,penny
sm8-148,178967,Shiinotic,sm8,Lost Thunder,148,Uncommon,Reverse Holofoil / Normal,0.78,0.4,1.95,0.38,penny
sm8-152,178973,Chansey,sm8,Lost Thunder,152,Common,Reverse Holofoil / Normal,13.21,1.81,7.298342541436464,11.4,
sm8-155,178976,Eevee,sm8,Lost Thunder,155,Common,Reverse Holofoil / Normal,5.16,0.9,5.733333333333333,4.26,penny
sm8-156,178977,Stantler,sm8,Lost Thunder,156,Uncommon,Reverse Holofoil / Normal,0.72,0.25,2.88,0.47,penny
sm8-157,178978,Smeargle,sm8,Lost Thunder,157,Rare,Reverse Holofoil / Normal,23.79,6.97,3.413199426111908,16.82,
sm8-158,178979,Miltank,sm8,Lost Thunder,158,Rare,Reverse Holofoil / Normal,4.41,0.71,6.211267605633803,3.7,penny
sm8-160,178983,Ho-Oh,sm8,Lost Thunder,160,Rare,Reverse Holofoil / Normal,3.64,1.23,2.959349593495935,2.41,
sm8-161,178984,Kecleon,sm8,Lost Thunder,161,Uncommon,Reverse Holofoil / Normal,0.76,0.3,2.5333333333333337,0.46,penny
sm8-162,178985,Kecleon,sm8,Lost Thunder,162,Uncommon,Reverse Holofoil / Normal,4.06,0.32,12.687499999999998,3.7399999999999998,penny
sm8-163,178986,Pikipek,sm8,Lost Thunder,163,Common,Reverse Holofoil / Normal,0.38,0.19,2.0,0.19,penny
sm8-164,178987,Pikipek,sm8,Lost Thunder,164,Common,Reverse Holofoil / Normal,0.36,0.12,3.0,0.24,penny
sm8-165,178988,Trumbeak,sm8,Lost Thunder,165,Uncommon,Reverse Holofoil / Normal,1.73,0.35,4.942857142857143,1.38,penny
sm8-166,178989,Toucannon,sm8,Lost Thunder,166,Rare,Reverse Holofoil / Normal,0.83,0.5,1.66,0.32999999999999996,penny
sm8-167,178990,Adventure Bag,sm8,Lost Thunder,167,Uncommon,Reverse Holofoil / Normal,3.13,1.5,2.0866666666666664,1.63,
sm8-168,178991,Aether Foundation Employee,sm8,Lost Thunder,168,Uncommon,Reverse Holofoil / Normal,0.42,0.17,2.4705882352941173,0.24999999999999997,penny
sm8-169,178993,Choice Helmet,sm8,Lost Thunder,169,Uncommon,Reverse Holofoil / Normal,0.38,0.16,2.375,0.22,penny
sm8-170,178995,Counter Gain,sm8,Lost Thunder,170,Uncommon,Reverse Holofoil / Normal,1.9,0.32,5.9375,1.5799999999999998,penny
sm8-171,178997,Custom Catcher,sm8,Lost Thunder,171,Uncommon,Reverse Holofoil / Normal,0.58,0.37,1.5675675675675675,0.20999999999999996,penny
sm8-172,178999,Electropower,sm8,Lost Thunder,172,Uncommon,Reverse Holofoil / Normal,1.09,0.63,1.7301587301587302,0.4600000000000001,penny
sm8-173,179001,Faba,sm8,Lost Thunder,173,Uncommon,Reverse Holofoil / Normal,1.17,0.5,2.34,0.6699999999999999,penny
,179003,Fairy Charm G,,,,,Reverse Holofoil / Normal,0.42,0.2,2.0999999999999996,0.21999999999999997,penny
,179004,Fairy Charm P,,,,,Reverse Holofoil / Normal,0.42,0.22,1.909090909090909,0.19999999999999998,penny
,179005,Fairy Charm F,,,,,Reverse Holofoil / Normal,0.5,0.23,2.1739130434782608,0.27,penny
,179006,Fairy Charm O,,,,,Reverse Holofoil / Normal,0.51,0.15,3.4000000000000004,0.36,penny
sm8-179,179008,Kahili,sm8,Lost Thunder,179,Uncommon,Reverse Holofoil / Normal,0.56,0.21,2.666666666666667,0.3500000000000001,penny
sm8-181,179012,Lost Blender,sm8,Lost Thunder,181,Uncommon,Reverse Holofoil / Normal,0.83,0.27,3.0740740740740735,0.5599999999999999,penny
